D1y,Hour,Minute,v1r1(t-4),v1r2(t-4),v1r3(t-4),v1r4(t-4),v1r5(t-4),v1r1(t-3),v1r2(t-3),v1r3(t-3),v1r4(t-3),v1r5(t-3),v1r1(t-2),v1r2(t-2),v1r3(t-2),v1r4(t-2),v1r5(t-2),v1r1(t-1),v1r2(t-1),v1r3(t-1),v1r4(t-1),v1r5(t-1),v1r1(t),v1r2(t),v1r3(t),v1r4(t),v1r5(t),target
3,13,30,68,64,56,62,63,67,63,53,59,62,66,62,55,61,60,67,63,56,61,59,65,62,56,61,59,2
3,13,45,67,63,53,59,62,66,62,55,61,60,67,63,56,61,59,65,62,56,61,59,66,64,57,61,60,2
3,14,0,66,62,55,61,60,67,63,56,61,59,65,62,56,61,59,66,64,57,61,60,69,64,58,63,62,2
3,14,15,67,63,56,61,59,65,62,56,61,59,66,64,57,61,60,69,64,58,63,62,70,65,60,62,62,2
3,14,30,65,62,56,61,59,66,64,57,61,60,69,64,58,63,62,70,65,60,62,62,68,65,58,61,62,2
3,14,45,66,64,57,61,60,69,64,58,63,62,70,65,60,62,62,68,65,58,61,62,68,64,58,62,61,2
3,15,0,69,64,58,63,62,70,65,60,62,62,68,65,58,61,62,68,64,58,62,61,67,62,56,63,59,2
3,15,15,70,65,60,62,62,68,65,58,61,62,68,64,58,62,61,67,62,56,63,59,65,65,54,61,59,2
3,15,30,68,65,58,61,62,68,64,58,62,61,67,62,56,63,59,65,65,54,61,59,64,66,56,60,62,2
3,15,45,68,64,58,62,61,67,62,56,63,59,65,65,54,61,59,64,66,56,60,62,66,65,56,58,60,2
3,16,0,67,62,56,63,59,65,65,54,61,59,64,66,56,60,62,66,65,56,58,60,64,65,55,61,61,2
3,16,15,65,65,54,61,59,64,66,56,60,62,66,65,56,58,60,64,65,55,61,61,63,63,54,59,62,2
3,16,30,64,66,56,60,62,66,65,56,58,60,64,65,55,61,61,63,63,54,59,62,68,66,55,62,62,2
3,16,45,66,65,56,58,60,64,65,55,61,61,63,63,54,59,62,68,66,55,62,62,70,67,58,62,62,2
3,17,0,64,65,55,61,61,63,63,54,59,62,68,66,55,62,62,70,67,58,62,62,68,65,60,61,61,2
3,17,15,63,63,54,59,62,68,66,55,62,62,70,67,58,62,62,68,65,60,61,61,68,67,56,61,60,2
3,17,30,68,66,55,62,62,70,67,58,62,62,68,65,60,61,61,68,67,56,61,60,69,66,57,62,63,2
3,17,45,70,67,58,62,62,68,65,60,61,61,68,67,56,61,60,69,66,57,62,63,68,64,58,59,62,2
3,18,0,68,65,60,61,61,68,67,56,61,60,69,66,57,62,63,68,64,58,59,62,67,63,57,60,59,2
3,18,15,68,67,56,61,60,69,66,57,62,63,68,64,58,59,62,67,63,57,60,59,65,62,55,58,61,2
3,18,30,69,66,57,62,63,68,64,58,59,62,67,63,57,60,59,65,62,55,58,61,65,62,57,55,61,2
3,18,45,68,64,58,59,62,67,63,57,60,59,65,62,55,58,61,65,62,57,55,61,63,59,53,52,60,2
3,19,0,67,63,57,60,59,65,62,55,58,61,65,62,57,55,61,63,59,53,52,60,59,50,50,54,62,2
3,19,15,65,62,55,58,61,65,62,57,55,61,63,59,53,52,60,59,50,50,54,62,62,48,51,50,60,2
3,19,30,65,62,57,55,61,63,59,53,52,60,59,50,50,54,62,62,48,51,50,60,66,58,55,53,59,2
3,19,45,63,59,53,52,60,59,50,50,54,62,62,48,51,50,60,66,58,55,53,59,63,63,59,51,61,2
3,20,0,59,50,50,54,62,62,48,51,50,60,66,58,55,53,59,63,63,59,51,61,65,62,56,50,60,2
3,20,15,62,48,51,50,60,66,58,55,53,59,63,63,59,51,61,65,62,56,50,60,66,64,55,55,60,2
3,20,30,66,58,55,53,59,63,63,59,51,61,65,62,56,50,60,66,64,55,55,60,68,65,57,60,63,2
3,20,45,63,63,59,51,61,65,62,56,50,60,66,64,55,55,60,68,65,57,60,63,66,60,54,60,60,2
3,21,0,65,62,56,50,60,66,64,55,55,60,68,65,57,60,63,66,60,54,60,60,68,66,59,62,62,2
3,21,15,66,64,55,55,60,68,65,57,60,63,66,60,54,60,60,68,66,59,62,62,66,64,55,60,60,2
3,21,30,68,65,57,60,63,66,60,54,60,60,68,66,59,62,62,66,64,55,60,60,69,66,58,63,64,2
3,21,45,66,60,54,60,60,68,66,59,62,62,66,64,55,60,60,69,66,58,63,64,69,67,59,64,62,2
3,22,0,68,66,59,62,62,66,64,55,60,60,69,66,58,63,64,69,67,59,64,62,68,65,60,62,62,1
3,22,15,66,64,55,60,60,69,66,58,63,64,69,67,59,64,62,68,65,60,62,62,69,64,61,63,64,2
3,22,30,69,66,58,63,64,69,67,59,64,62,68,65,60,62,62,69,64,61,63,64,71,67,59,65,66,2
3,22,45,69,67,59,64,62,68,65,60,62,62,69,64,61,63,64,71,67,59,65,66,71,68,55,63,64,1
3,23,0,68,65,60,62,62,69,64,61,63,64,71,67,59,65,66,71,68,55,63,64,70,65,60,63,64,1
3,23,15,69,64,61,63,64,71,67,59,65,66,71,68,55,63,64,70,65,60,63,64,70,65,60,66,65,1
3,23,30,71,67,59,65,66,71,68,55,63,64,70,65,60,63,64,70,65,60,66,65,70,66,60,68,69,2
3,23,45,71,68,55,63,64,70,65,60,63,64,70,65,60,66,65,70,66,60,68,69,71,69,63,65,68,1
4,0,0,70,65,60,63,64,70,65,60,66,65,70,66,60,68,69,71,69,63,65,68,68,68,60,66,64,1
4,0,15,70,65,60,66,65,70,66,60,68,69,71,69,63,65,68,68,68,60,66,64,73,70,57,67,65,1
4,0,30,70,66,60,68,69,71,69,63,65,68,68,68,60,66,64,73,70,57,67,65,71,66,55,65,67,1
4,0,45,71,69,63,65,68,68,68,60,66,64,73,70,57,67,65,71,66,55,65,67,67,66,59,66,66,1
4,1,0,68,68,60,66,64,73,70,57,67,65,71,66,55,65,67,67,66,59,66,66,68,66,58,66,65,1
4,1,15,73,70,57,67,65,71,66,55,65,67,67,66,59,66,66,68,66,58,66,65,67,66,58,68,67,1
4,1,30,71,66,55,65,67,67,66,59,66,66,68,66,58,66,65,67,66,58,68,67,68,68,53,70,74,1
4,1,45,67,66,59,66,66,68,66,58,66,65,67,66,58,68,67,68,68,53,70,74,69,70,60,68,67,1
4,2,0,68,66,58,66,65,67,66,58,68,67,68,68,53,70,74,69,70,60,68,67,71,69,64,67,71,1
4,2,15,67,66,58,68,67,68,68,53,70,74,69,70,60,68,67,71,69,64,67,71,72,70,59,65,69,1
4,2,30,68,68,53,70,74,69,70,60,68,67,71,69,64,67,71,72,70,59,65,69,66,70,55,65,67,3
4,2,45,69,70,60,68,67,71,69,64,67,71,72,70,59,65,69,66,70,55,65,67,66,68,56,66,66,3
4,3,0,71,69,64,67,71,72,70,59,65,69,66,70,55,65,67,66,68,56,66,66,73,68,23,68,28,3
4,3,15,72,70,59,65,69,66,70,55,65,67,66,68,56,66,66,73,68,23,68,28,73,66,35,67,30,3
4,3,30,66,70,55,65,67,66,68,56,66,66,73,68,23,68,28,73,66,35,67,30,75,74,58,41,34,3
4,3,45,66,68,56,66,66,73,68,23,68,28,73,66,35,67,30,75,74,58,41,34,29,30,23,70,30,2
4,4,0,73,68,23,68,28,73,66,35,67,30,75,74,58,41,34,29,30,23,70,30,42,39,35,68,28,3
4,4,15,73,66,35,67,30,75,74,58,41,34,29,30,23,70,30,42,39,35,68,28,70,64,56,68,51,2
4,4,30,75,74,58,41,34,29,30,23,70,30,42,39,35,68,28,70,64,56,68,51,72,71,36,65,39,3
4,4,45,29,30,23,70,30,42,39,35,68,28,70,64,56,68,51,72,71,36,65,39,72,67,10,63,50,2
4,5,0,42,39,35,68,28,70,64,56,68,51,72,71,36,65,39,72,67,10,63,50,67,61,56,60,0,1
4,5,15,70,64,56,68,51,72,71,36,65,39,72,67,10,63,50,67,61,56,60,0,71,68,34,54,57,1
4,5,30,72,71,36,65,39,72,67,10,63,50,67,61,56,60,0,71,68,34,54,57,68,65,61,13,74,1
4,5,45,72,67,10,63,50,67,61,56,60,0,71,68,34,54,57,68,65,61,13,74,67,68,60,68,69,1
4,6,0,67,61,56,60,0,71,68,34,54,57,68,65,61,13,74,67,68,60,68,69,72,69,56,67,67,1
4,6,15,71,68,34,54,57,68,65,61,13,74,67,68,60,68,69,72,69,56,67,67,73,70,57,66,68,2
4,6,30,68,65,61,13,74,67,68,60,68,69,72,69,56,67,67,73,70,57,66,68,71,71,46,65,68,2
4,6,45,67,68,60,68,69,72,69,56,67,67,73,70,57,66,68,71,71,46,65,68,70,68,49,67,64,2
4,7,0,72,69,56,67,67,73,70,57,66,68,71,71,46,65,68,70,68,49,67,64,69,66,61,64,60,3
4,7,15,73,70,57,66,68,71,71,46,65,68,70,68,49,67,64,69,66,61,64,60,65,63,60,58,51,3
4,7,30,71,71,46,65,68,70,68,49,67,64,69,66,61,64,60,65,63,60,58,51,52,50,58,45,33,3
4,7,45,70,68,49,67,64,69,66,61,64,60,65,63,60,58,51,52,50,58,45,33,30,29,57,33,31,3
4,8,0,69,66,61,64,60,65,63,60,58,51,52,50,58,45,33,30,29,57,33,31,32,25,58,28,31,3
4,8,15,65,63,60,58,51,52,50,58,45,33,30,29,57,33,31,32,25,58,28,31,33,32,56,29,27,3
4,8,30,52,50,58,45,33,30,29,57,33,31,32,25,58,28,31,33,32,56,29,27,35,27,52,28,23,3
4,8,45,30,29,57,33,31,32,25,58,28,31,33,32,56,29,27,35,27,52,28,23,28,32,56,30,35,3
4,9,0,32,25,58,28,31,33,32,56,29,27,35,27,52,28,23,28,32,56,30,35,26,25,52,35,37,3
4,9,15,33,32,56,29,27,35,27,52,28,23,28,32,56,30,35,26,25,52,35,37,28,32,53,32,29,3
4,9,30,35,27,52,28,23,28,32,56,30,35,26,25,52,35,37,28,32,53,32,29,29,30,55,26,27,3
4,9,45,28,32,56,30,35,26,25,52,35,37,28,32,53,32,29,29,30,55,26,27,36,33,53,23,23,2
4,10,0,26,25,52,35,37,28,32,53,32,29,29,30,55,26,27,36,33,53,23,23,20,23,50,32,33,2
4,10,15,28,32,53,32,29,29,30,55,26,27,36,33,53,23,23,20,23,50,32,33,58,55,56,55,56,2
4,10,30,29,30,55,26,27,36,33,53,23,23,20,23,50,32,33,58,55,56,55,56,68,63,60,60,60,2
4,10,45,36,33,53,23,23,20,23,50,32,33,58,55,56,55,56,68,63,60,60,60,66,62,55,60,60,2
4,11,0,20,23,50,32,33,58,55,56,55,56,68,63,60,60,60,66,62,55,60,60,69,64,58,62,61,2
4,11,15,58,55,56,55,56,68,63,60,60,60,66,62,55,60,60,69,64,58,62,61,69,64,58,60,60,2
4,11,30,68,63,60,60,60,66,62,55,60,60,69,64,58,62,61,69,64,58,60,60,66,62,55,62,61,2
4,11,45,66,62,55,60,60,69,64,58,62,61,69,64,58,60,60,66,62,55,62,61,68,64,56,62,60,2
4,12,0,69,64,58,62,61,69,64,58,60,60,66,62,55,62,61,68,64,56,62,60,70,65,62,59,59,2
4,12,15,69,64,58,60,60,66,62,55,62,61,68,64,56,62,60,70,65,62,59,59,68,64,59,60,62,2
4,12,30,66,62,55,62,61,68,64,56,62,60,70,65,62,59,59,68,64,59,60,62,69,64,61,61,62,2
4,12,45,68,64,56,62,60,70,65,62,59,59,68,64,59,60,62,69,64,61,61,62,69,64,59,61,60,2
4,13,0,70,65,62,59,59,68,64,59,60,62,69,64,61,61,62,69,64,59,61,60,67,63,57,60,60,2
4,13,15,68,64,59,60,62,69,64,61,61,62,69,64,59,61,60,67,63,57,60,60,67,63,57,60,61,2
4,13,30,69,64,61,61,62,69,64,59,61,60,67,63,57,60,60,67,63,57,60,61,66,63,58,61,60,2
4,13,45,69,64,59,61,60,67,63,57,60,60,67,63,57,60,61,66,63,58,61,60,66,65,59,61,60,2
4,14,0,67,63,57,60,60,67,63,57,60,61,66,63,58,61,60,66,65,59,61,60,68,66,52,62,61,2
4,14,15,67,63,57,60,61,66,63,58,61,60,66,65,59,61,60,68,66,52,62,61,68,64,56,60,61,2
4,14,30,66,63,58,61,60,66,65,59,61,60,68,66,52,62,61,68,64,56,60,61,68,65,57,60,61,2
4,14,45,66,65,59,61,60,68,66,52,62,61,68,64,56,60,61,68,65,57,60,61,65,63,54,58,60,2
4,15,0,68,66,52,62,61,68,64,56,60,61,68,65,57,60,61,65,63,54,58,60,63,61,52,58,58,2
4,15,15,68,64,56,60,61,68,65,57,60,61,65,63,54,58,60,63,61,52,58,58,63,55,53,57,57,2
4,15,30,68,65,57,60,61,65,63,54,58,60,63,61,52,58,58,63,55,53,57,57,28,24,45,62,60,2
4,15,45,65,63,54,58,60,63,61,52,58,58,63,55,53,57,57,28,24,45,62,60,20,20,46,63,62,2
4,16,0,63,61,52,58,58,63,55,53,57,57,28,24,45,62,60,20,20,46,63,62,31,34,50,50,56,2
4,16,15,63,55,53,57,57,28,24,45,62,60,20,20,46,63,62,31,34,50,50,56,46,44,48,49,56,2
4,16,30,28,24,45,62,60,20,20,46,63,62,31,34,50,50,56,46,44,48,49,56,60,55,53,47,60,2
4,16,45,20,20,46,63,62,31,34,50,50,56,46,44,48,49,56,60,55,53,47,60,66,62,55,59,61,2
4,17,0,31,34,50,50,56,46,44,48,49,56,60,55,53,47,60,66,62,55,59,61,64,60,54,58,60,2
4,17,15,46,44,48,49,56,60,55,53,47,60,66,62,55,59,61,64,60,54,58,60,65,62,56,57,60,2
4,17,30,60,55,53,47,60,66,62,55,59,61,64,60,54,58,60,65,62,56,57,60,66,61,55,59,61,2
4,17,45,66,62,55,59,61,64,60,54,58,60,65,62,56,57,60,66,61,55,59,61,65,62,57,61,61,2
4,18,0,64,60,54,58,60,65,62,56,57,60,66,61,55,59,61,65,62,57,61,61,63,62,57,58,62,2
4,18,15,65,62,56,57,60,66,61,55,59,61,65,62,57,61,61,63,62,57,58,62,64,63,56,58,60,2
4,18,30,66,61,55,59,61,65,62,57,61,61,63,62,57,58,62,64,63,56,58,60,65,61,56,61,61,2
4,18,45,65,62,57,61,61,63,62,57,58,62,64,63,56,58,60,65,61,56,61,61,63,60,54,58,59,2
4,19,0,63,62,57,58,62,64,63,56,58,60,65,61,56,61,61,63,60,54,58,59,65,61,55,59,59,2
4,19,15,64,63,56,58,60,65,61,56,61,61,63,60,54,58,59,65,61,55,59,59,65,62,53,59,60,2
4,19,30,65,61,56,61,61,63,60,54,58,59,65,61,55,59,59,65,62,53,59,60,65,62,55,60,61,2
4,19,45,63,60,54,58,59,65,61,55,59,59,65,62,53,59,60,65,62,55,60,61,68,64,53,60,59,2
4,20,0,65,61,55,59,59,65,62,53,59,60,65,62,55,60,61,68,64,53,60,59,68,64,59,61,61,2
4,20,15,65,62,53,59,60,65,62,55,60,61,68,64,53,60,59,68,64,59,61,61,67,63,57,60,61,2
4,20,30,65,62,55,60,61,68,64,53,60,59,68,64,59,61,61,67,63,57,60,61,65,61,58,60,63,2
4,20,45,68,64,53,60,59,68,64,59,61,61,67,63,57,60,61,65,61,58,60,63,67,62,58,61,63,2
4,21,0,68,64,59,61,61,67,63,57,60,61,65,61,58,60,63,67,62,58,61,63,66,62,55,60,61,2
4,21,15,67,63,57,60,61,65,61,58,60,63,67,62,58,61,63,66,62,55,60,61,67,64,60,60,62,2
4,21,30,65,61,58,60,63,67,62,58,61,63,66,62,55,60,61,67,64,60,60,62,66,64,55,60,64,2
4,21,45,67,62,58,61,63,66,62,55,60,61,67,64,60,60,62,66,64,55,60,64,65,63,57,59,62,2
4,22,0,66,62,55,60,61,67,64,60,60,62,66,64,55,60,64,65,63,57,59,62,65,63,56,62,62,2
4,22,15,67,64,60,60,62,66,64,55,60,64,65,63,57,59,62,65,63,56,62,62,66,65,55,64,62,2
4,22,30,66,64,55,60,64,65,63,57,59,62,65,63,56,62,62,66,65,55,64,62,68,68,58,64,61,1
4,22,45,65,63,57,59,62,65,63,56,62,62,66,65,55,64,62,68,68,58,64,61,69,68,55,65,63,1
4,23,0,65,63,56,62,62,66,65,55,64,62,68,68,58,64,61,69,68,55,65,63,68,67,54,65,66,2
4,23,15,66,65,55,64,62,68,68,58,64,61,69,68,55,65,63,68,67,54,65,66,69,68,55,66,66,2
4,23,30,68,68,58,64,61,69,68,55,65,63,68,67,54,65,66,69,68,55,66,66,69,67,60,64,64,2
4,23,45,69,68,55,65,63,68,67,54,65,66,69,68,55,66,66,69,67,60,64,64,71,67,56,64,62,2
5,0,0,68,67,54,65,66,69,68,55,66,66,69,67,60,64,64,71,67,56,64,62,70,67,60,64,64,2
5,0,15,69,68,55,66,66,69,67,60,64,64,71,67,56,64,62,70,67,60,64,64,71,67,56,66,64,2
5,0,30,69,67,60,64,64,71,67,56,64,62,70,67,60,64,64,71,67,56,66,64,73,68,53,64,63,1
5,0,45,71,67,56,64,62,70,67,60,64,64,71,67,56,66,64,73,68,53,64,63,69,66,57,65,62,1
5,1,0,70,67,60,64,64,71,67,56,66,64,73,68,53,64,63,69,66,57,65,62,69,66,54,65,66,1
5,1,15,71,67,56,66,64,73,68,53,64,63,69,66,57,65,62,69,66,54,65,66,71,66,54,67,67,1
5,1,30,73,68,53,64,63,69,66,57,65,62,69,66,54,65,66,71,66,54,67,67,70,67,60,65,67,1
5,1,45,69,66,57,65,62,69,66,54,65,66,71,66,54,67,67,70,67,60,65,67,72,71,73,65,65,1
5,2,0,69,66,54,65,66,71,66,54,67,67,70,67,60,65,67,72,71,73,65,65,71,70,61,66,65,1
5,2,15,71,66,54,67,67,70,67,60,65,67,72,71,73,65,65,71,70,61,66,65,69,68,58,68,68,1
5,2,30,70,67,60,65,67,72,71,73,65,65,71,70,61,66,65,69,68,58,68,68,72,69,57,64,66,1
5,2,45,72,71,73,65,65,71,70,61,66,65,69,68,58,68,68,72,69,57,64,66,71,68,46,67,66,1
5,3,0,71,70,61,66,65,69,68,58,68,68,72,69,57,64,66,71,68,46,67,66,71,69,12,67,65,1
5,3,15,69,68,58,68,68,72,69,57,64,66,71,68,46,67,66,71,69,12,67,65,72,69,13,70,68,2
5,3,30,72,69,57,64,66,71,68,46,67,66,71,69,12,67,65,72,69,13,70,68,74,68,38,67,73,2
5,3,45,71,68,46,67,66,71,69,12,67,65,72,69,13,70,68,74,68,38,67,73,79,69,47,67,61,2
5,4,0,71,69,12,67,65,72,69,13,70,68,74,68,38,67,73,79,69,47,67,61,76,70,59,66,60,1
5,4,15,72,69,13,70,68,74,68,38,67,73,79,69,47,67,61,76,70,59,66,60,70,66,47,67,52,2
5,4,30,74,68,38,67,73,79,69,47,67,61,76,70,59,66,60,70,66,47,67,52,64,66,43,69,71,3
5,4,45,79,69,47,67,61,76,70,59,66,60,70,66,47,67,52,64,66,43,69,71,67,65,23,54,50,1
5,5,0,76,70,59,66,60,70,66,47,67,52,64,66,43,69,71,67,65,23,54,50,69,62,59,27,0,3
5,5,15,70,66,47,67,52,64,66,43,69,71,67,65,23,54,50,69,62,59,27,0,71,25,21,63,65,2
5,5,30,64,66,43,69,71,67,65,23,54,50,69,62,59,27,0,71,25,21,63,65,67,67,46,71,43,1
5,5,45,67,65,23,54,50,69,62,59,27,0,71,25,21,63,65,67,67,46,71,43,67,62,56,63,61,1
5,6,0,69,62,59,27,0,71,25,21,63,65,67,67,46,71,43,67,62,56,63,61,69,68,55,66,67,1
5,6,15,71,25,21,63,65,67,67,46,71,43,67,62,56,63,61,69,68,55,66,67,70,71,22,64,65,1
5,6,30,67,67,46,71,43,67,62,56,63,61,69,68,55,66,67,70,71,22,64,65,73,70,67,67,68,1
5,6,45,67,62,56,63,61,69,68,55,66,67,70,71,22,64,65,73,70,67,67,68,72,67,59,68,69,1
5,7,0,69,68,55,66,67,70,71,22,64,65,73,70,67,67,68,72,67,59,68,69,70,67,59,67,65,1
5,7,15,70,71,22,64,65,73,70,67,67,68,72,67,59,68,69,70,67,59,67,65,69,66,55,66,66,1
5,7,30,73,70,67,67,68,72,67,59,68,69,70,67,59,67,65,69,66,55,66,66,69,69,60,66,65,1
5,7,45,72,67,59,68,69,70,67,59,67,65,69,66,55,66,66,69,69,60,66,65,71,68,62,68,65,1
5,8,0,70,67,59,67,65,69,66,55,66,66,69,69,60,66,65,71,68,62,68,65,68,66,67,67,65,1
5,8,15,69,66,55,66,66,69,69,60,66,65,71,68,62,68,65,68,66,67,67,65,69,67,57,66,65,2
5,8,30,69,69,60,66,65,71,68,62,68,65,68,66,67,67,65,69,67,57,66,65,70,67,63,65,66,2
5,8,45,71,68,62,68,65,68,66,67,67,65,69,67,57,66,65,70,67,63,65,66,71,67,58,65,64,2
5,9,0,68,66,67,67,65,69,67,57,66,65,70,67,63,65,66,71,67,58,65,64,71,67,56,63,63,2
5,9,15,69,67,57,66,65,70,67,63,65,66,71,67,58,65,64,71,67,56,63,63,72,67,60,63,62,2
5,9,30,70,67,63,65,66,71,67,58,65,64,71,67,56,63,63,72,67,60,63,62,70,66,57,63,62,2
5,9,45,71,67,58,65,64,71,67,56,63,63,72,67,60,63,62,70,66,57,63,62,70,63,53,62,62,2
5,10,0,71,67,56,63,63,72,67,60,63,62,70,66,57,63,62,70,63,53,62,62,68,64,56,63,62,2
5,10,15,72,67,60,63,62,70,66,57,63,62,70,63,53,62,62,68,64,56,63,62,67,63,61,61,60,2
5,10,30,70,66,57,63,62,70,63,53,62,62,68,64,56,63,62,67,63,61,61,60,67,63,54,62,60,2
5,10,45,70,63,53,62,62,68,64,56,63,62,67,63,61,61,60,67,63,54,62,60,70,63,56,61,59,2
5,11,0,68,64,56,63,62,67,63,61,61,60,67,63,54,62,60,70,63,56,61,59,70,64,58,63,61,2
5,11,15,67,63,61,61,60,67,63,54,62,60,70,63,56,61,59,70,64,58,63,61,69,62,53,62,59,2
5,11,30,67,63,54,62,60,70,63,56,61,59,70,64,58,63,61,69,62,53,62,59,67,62,54,62,59,2
5,11,45,70,63,56,61,59,70,64,58,63,61,69,62,53,62,59,67,62,54,62,59,67,63,57,62,60,2
5,12,0,70,64,58,63,61,69,62,53,62,59,67,62,54,62,59,67,63,57,62,60,65,60,52,60,61,2
5,12,15,69,62,53,62,59,67,62,54,62,59,67,63,57,62,60,65,60,52,60,61,67,63,58,58,58,2
5,12,30,67,62,54,62,59,67,63,57,62,60,65,60,52,60,61,67,63,58,58,58,68,63,57,59,59,2
5,12,45,67,63,57,62,60,65,60,52,60,61,67,63,58,58,58,68,63,57,59,59,67,62,57,61,61,2
5,13,0,65,60,52,60,61,67,63,58,58,58,68,63,57,59,59,67,62,57,61,61,65,62,56,60,61,2
5,13,15,67,63,58,58,58,68,63,57,59,59,67,62,57,61,61,65,62,56,60,61,65,63,56,58,63,2
5,13,30,68,63,57,59,59,67,62,57,61,61,65,62,56,60,61,65,63,56,58,63,66,65,55,57,64,2
5,13,45,67,62,57,61,61,65,62,56,60,61,65,63,56,58,63,66,65,55,57,64,66,60,53,59,59,2
5,14,0,65,62,56,60,61,65,63,56,58,63,66,65,55,57,64,66,60,53,59,59,67,64,55,60,60,2
5,14,15,65,63,56,58,63,66,65,55,57,64,66,60,53,59,59,67,64,55,60,60,65,64,55,61,63,2
5,14,30,66,65,55,57,64,66,60,53,59,59,67,64,55,60,60,65,64,55,61,63,66,64,56,60,61,2
5,14,45,66,60,53,59,59,67,64,55,60,60,65,64,55,61,63,66,64,56,60,61,67,66,58,62,62,2
5,15,0,67,64,55,60,60,65,64,55,61,63,66,64,56,60,61,67,66,58,62,62,67,66,57,62,63,2
5,15,15,65,64,55,61,63,66,64,56,60,61,67,66,58,62,62,67,66,57,62,63,66,64,56,64,62,1
5,15,30,66,64,56,60,61,67,66,58,62,62,67,66,57,62,63,66,64,56,64,62,68,68,61,64,63,2
5,15,45,67,66,58,62,62,67,66,57,62,63,66,64,56,64,62,68,68,61,64,63,68,65,57,64,65,2
5,16,0,67,66,57,62,63,66,64,56,64,62,68,68,61,64,63,68,65,57,64,65,68,65,60,63,64,2
5,16,15,66,64,56,64,62,68,68,61,64,63,68,65,57,64,65,68,65,60,63,64,70,67,59,63,62,2
5,16,30,68,68,61,64,63,68,65,57,64,65,68,65,60,63,64,70,67,59,63,62,70,67,61,63,63,2
5,16,45,68,65,57,64,65,68,65,60,63,64,70,67,59,63,62,70,67,61,63,63,69,67,56,62,64,2
5,17,0,68,65,60,63,64,70,67,59,63,62,70,67,61,63,63,69,67,56,62,64,68,64,61,63,63,2
5,17,15,70,67,59,63,62,70,67,61,63,63,69,67,56,62,64,68,64,61,63,63,66,62,57,61,61,2
5,17,30,70,67,61,63,63,69,67,56,62,64,68,64,61,63,63,66,62,57,61,61,67,64,55,60,60,2
5,17,45,69,67,56,62,64,68,64,61,63,63,66,62,57,61,61,67,64,55,60,60,69,65,55,59,61,2
5,18,0,68,64,61,63,63,66,62,57,61,61,67,64,55,60,60,69,65,55,59,61,67,63,52,64,60,2
5,18,15,66,62,57,61,61,67,64,55,60,60,69,65,55,59,61,67,63,52,64,60,68,62,53,63,62,2
5,18,30,67,64,55,60,60,69,65,55,59,61,67,63,52,64,60,68,62,53,63,62,70,63,53,63,62,2
5,18,45,69,65,55,59,61,67,63,52,64,60,68,62,53,63,62,70,63,53,63,62,66,61,50,63,62,2
5,19,0,67,63,52,64,60,68,62,53,63,62,70,63,53,63,62,66,61,50,63,62,67,62,57,61,64,2
5,19,15,68,62,53,63,62,70,63,53,63,62,66,61,50,63,62,67,62,57,61,64,67,63,57,63,62,2
5,19,30,70,63,53,63,62,66,61,50,63,62,67,62,57,61,64,67,63,57,63,62,69,64,57,61,62,2
5,19,45,66,61,50,63,62,67,62,57,61,64,67,63,57,63,62,69,64,57,61,62,66,62,54,62,61,2
5,20,0,67,62,57,61,64,67,63,57,63,62,69,64,57,61,62,66,62,54,62,61,65,62,55,62,61,2
5,20,15,67,63,57,63,62,69,64,57,61,62,66,62,54,62,61,65,62,55,62,61,67,62,54,62,60,2
5,20,30,69,64,57,61,62,66,62,54,62,61,65,62,55,62,61,67,62,54,62,60,66,61,56,63,61,2
5,20,45,66,62,54,62,61,65,62,55,62,61,67,62,54,62,60,66,61,56,63,61,67,63,54,60,62,2
5,21,0,65,62,55,62,61,67,62,54,62,60,66,61,56,63,61,67,63,54,60,62,67,61,51,60,62,2
5,21,15,67,62,54,62,60,66,61,56,63,61,67,63,54,60,62,67,61,51,60,62,68,64,56,62,63,2
5,21,30,66,61,56,63,61,67,63,54,60,62,67,61,51,60,62,68,64,56,62,63,66,65,57,64,64,1
5,21,45,67,63,54,60,62,67,61,51,60,62,68,64,56,62,63,66,65,57,64,64,69,64,62,64,62,2
5,22,0,67,61,51,60,62,68,64,56,62,63,66,65,57,64,64,69,64,62,64,62,68,64,51,64,65,1
5,22,15,68,64,56,62,63,66,65,57,64,64,69,64,62,64,62,68,64,51,64,65,69,67,63,65,62,2
5,22,30,66,65,57,64,64,69,64,62,64,62,68,64,51,64,65,69,67,63,65,62,70,68,63,64,65,2
5,22,45,69,64,62,64,62,68,64,51,64,65,69,67,63,65,62,70,68,63,64,65,69,66,57,63,61,1
5,23,0,68,64,51,64,65,69,67,63,65,62,70,68,63,64,65,69,66,57,63,61,69,66,55,62,62,1
5,23,15,69,67,63,65,62,70,68,63,64,65,69,66,57,63,61,69,66,55,62,62,68,68,58,66,67,1
5,23,30,70,68,63,64,65,69,66,57,63,61,69,66,55,62,62,68,68,58,66,67,70,69,63,66,65,2
5,23,45,69,66,57,63,61,69,66,55,62,62,68,68,58,66,67,70,69,63,66,65,65,67,60,62,66,1
6,0,0,69,66,55,62,62,68,68,58,66,67,70,69,63,66,65,65,67,60,62,66,68,68,60,63,64,1
6,0,15,68,68,58,66,67,70,69,63,66,65,65,67,60,62,66,68,68,60,63,64,72,70,57,65,67,1
6,0,30,70,69,63,66,65,65,67,60,62,66,68,68,60,63,64,72,70,57,65,67,70,69,58,65,65,2
