D1y,Hour,Minute,v1r1(t-9),v1r1(t-8),v1r1(t-7),v1r1(t-6),v1r1(t-5),v1r1(t-4),v1r1(t-3),v1r1(t-2),v1r1(t-1),v1r1(t),target
3,20,15,58,57,56,55,58,57,43,55,58,58,2
3,20,30,57,56,55,58,57,43,55,58,58,59,2
3,20,45,56,55,58,57,43,55,58,58,59,58,1
3,21,0,55,58,57,43,55,58,58,59,58,59,2
3,21,15,58,57,43,55,58,58,59,58,59,59,1
3,21,30,57,43,55,58,58,59,58,59,59,61,1
3,21,45,43,55,58,58,59,58,59,59,61,59,1
3,22,0,55,58,58,59,58,59,59,61,59,61,1
3,22,15,58,58,59,58,59,59,61,59,61,60,1
3,22,30,58,59,58,59,59,61,59,61,60,61,1
3,22,45,59,58,59,59,61,59,61,60,61,64,1
3,23,0,58,59,59,61,59,61,60,61,64,62,1
3,23,15,59,59,61,59,61,60,61,64,62,62,1
3,23,30,59,61,59,61,60,61,64,62,62,64,1
3,23,45,61,59,61,60,61,64,62,62,64,64,1
4,0,0,59,61,60,61,64,62,62,64,64,62,1
4,0,15,61,60,61,64,62,62,64,64,62,63,2
4,0,30,60,61,64,62,62,64,64,62,63,64,1
4,0,45,61,64,62,62,64,64,62,63,64,66,2
4,1,0,64,62,62,64,64,62,63,64,66,58,2
4,1,15,62,62,64,64,62,63,64,66,58,63,2
4,1,30,62,64,64,62,63,64,66,58,63,59,3
4,1,45,64,64,62,63,64,66,58,63,59,47,2
4,2,0,64,62,63,64,66,58,63,59,47,46,3
4,2,15,62,63,64,66,58,63,59,47,46,38,3
4,2,30,63,64,66,58,63,59,47,46,38,53,2
4,2,45,64,66,58,63,59,47,46,38,53,38,2
4,3,0,66,58,63,59,47,46,38,53,38,32,2
4,3,15,58,63,59,47,46,38,53,38,32,53,2
4,3,30,63,59,47,46,38,53,38,32,53,55,2
4,3,45,59,47,46,38,53,38,32,53,55,41,2
4,4,0,47,46,38,53,38,32,53,55,41,52,2
4,4,15,46,38,53,38,32,53,55,41,52,51,2
4,4,30,38,53,38,32,53,55,41,52,51,58,2
4,4,45,53,38,32,53,55,41,52,51,58,47,2
4,5,0,38,32,53,55,41,52,51,58,47,58,1
4,5,15,32,53,55,41,52,51,58,47,58,56,1
4,5,30,53,55,41,52,51,58,47,58,56,59,1
4,5,45,55,41,52,51,58,47,58,56,59,71,1
4,6,0,41,52,51,58,47,58,56,59,71,60,1
4,6,15,52,51,58,47,58,56,59,71,60,65,1
4,6,30,51,58,47,58,56,59,71,60,65,65,1
4,6,45,58,47,58,56,59,71,60,65,65,62,1
4,7,0,47,58,56,59,71,60,65,65,62,62,1
4,7,15,58,56,59,71,60,65,65,62,62,61,1
4,7,30,56,59,71,60,65,65,62,62,61,62,1
4,7,45,59,71,60,65,65,62,62,61,62,60,1
4,8,0,71,60,65,65,62,62,61,62,60,60,2
4,8,15,60,65,65,62,62,61,62,60,60,60,2
4,8,30,65,65,62,62,61,62,60,60,60,60,2
4,8,45,65,62,62,61,62,60,60,60,60,58,2
4,9,0,62,62,61,62,60,60,60,60,58,58,2
4,9,15,62,61,62,60,60,60,60,58,58,58,2
4,9,30,61,62,60,60,60,60,58,58,58,58,2
4,9,45,62,60,60,60,60,58,58,58,58,59,1
4,10,0,60,60,60,60,58,58,58,58,59,58,1
4,10,15,60,60,60,58,58,58,58,59,58,59,2
4,10,30,60,60,58,58,58,58,59,58,59,61,2
4,10,45,60,58,58,58,58,59,58,59,61,60,2
4,11,0,58,58,58,58,59,58,59,61,60,59,2
4,11,15,58,58,58,59,58,59,61,60,59,59,1
4,11,30,58,58,59,58,59,61,60,59,59,59,1
4,11,45,58,59,58,59,61,60,59,59,59,59,1
4,12,0,59,58,59,61,60,59,59,59,59,60,2
4,12,15,58,59,61,60,59,59,59,59,60,60,1
4,12,30,59,61,60,59,59,59,59,60,60,60,2
4,12,45,61,60,59,59,59,59,60,60,60,59,3
4,13,0,60,59,59,59,59,60,60,60,59,62,2
4,13,15,59,59,59,59,60,60,60,59,62,55,1
4,13,30,59,59,59,60,60,60,59,62,55,23,2
4,13,45,59,59,60,60,60,59,62,55,23,56,2
4,14,0,59,60,60,60,59,62,55,23,56,60,3
4,14,15,60,60,60,59,62,55,23,56,60,59,3
4,14,30,60,60,59,62,55,23,56,60,59,53,3
4,14,45,60,59,62,55,23,56,60,59,53,26,2
4,15,0,59,62,55,23,56,60,59,53,26,37,1
4,15,15,62,55,23,56,60,59,53,26,37,19,2
4,15,30,55,23,56,60,59,53,26,37,19,49,2
4,15,45,23,56,60,59,53,26,37,19,49,60,1
4,16,0,56,60,59,53,26,37,19,49,60,57,2
4,16,15,60,59,53,26,37,19,49,60,57,59,2
4,16,30,59,53,26,37,19,49,60,57,59,60,2
4,16,45,53,26,37,19,49,60,57,59,60,59,2
4,17,0,26,37,19,49,60,57,59,60,59,59,2
4,17,15,37,19,49,60,57,59,60,59,59,59,1
4,17,30,19,49,60,57,59,60,59,59,59,57,2
4,17,45,49,60,57,59,60,59,59,59,57,58,2
4,18,0,60,57,59,60,59,59,59,57,58,60,2
4,18,15,57,59,60,59,59,59,57,58,60,58,2
4,18,30,59,60,59,59,59,57,58,60,58,59,2
4,18,45,60,59,59,59,57,58,60,58,59,58,2
4,19,0,59,59,59,57,58,60,58,59,58,58,2
4,19,15,59,59,57,58,60,58,59,58,58,58,2
4,19,30,59,57,58,60,58,59,58,58,58,57,2
4,19,45,57,58,60,58,59,58,58,58,57,57,2
4,20,0,58,60,58,59,58,58,58,57,57,58,2
4,20,15,60,58,59,58,58,58,57,57,58,57,2
4,20,30,58,59,58,58,58,57,57,58,57,59,2
4,20,45,59,58,58,58,57,57,58,57,59,57,1
4,21,0,58,58,58,57,57,58,57,59,57,58,1
4,21,15,58,58,57,57,58,57,59,57,58,58,1
4,21,30,58,57,57,58,57,59,57,58,58,60,1
4,21,45,57,57,58,57,59,57,58,58,60,61,1
4,22,0,57,58,57,59,57,58,58,60,61,60,1
4,22,15,58,57,59,57,58,58,60,61,60,62,1
4,22,30,57,59,57,58,58,60,61,60,62,61,1
4,22,45,59,57,58,58,60,61,60,62,61,61,1
4,23,0,57,58,58,60,61,60,62,61,61,62,1
4,23,15,58,58,60,61,60,62,61,61,62,60,1
4,23,30,58,60,61,60,62,61,61,62,60,61,1
4,23,45,60,61,60,62,61,61,62,60,61,61,1
5,0,0,61,60,62,61,61,62,60,61,61,61,1
5,0,15,60,62,61,61,62,60,61,61,61,62,1
5,0,30,62,61,61,62,60,61,61,61,62,62,2
5,0,45,61,61,62,60,61,61,61,62,62,62,1
5,1,0,61,62,60,61,61,61,62,62,62,64,1
5,1,15,62,60,61,61,61,62,62,62,64,59,1
5,1,30,60,61,61,61,62,62,62,64,59,62,1
5,1,45,61,61,61,62,62,62,64,59,62,65,2
5,2,0,61,61,62,62,62,64,59,62,65,60,2
5,2,15,61,62,62,62,64,59,62,65,60,63,1
5,2,30,62,62,62,64,59,62,65,60,63,52,2
5,2,45,62,62,64,59,62,65,60,63,52,51,1
5,3,0,62,64,59,62,65,60,63,52,51,63,2
5,3,15,64,59,62,65,60,63,52,51,63,51,2
5,3,30,59,62,65,60,63,52,51,63,51,61,2
5,3,45,62,65,60,63,52,51,63,51,61,51,2
5,4,0,65,60,63,52,51,63,51,61,51,56,2
5,4,15,60,63,52,51,63,51,61,51,56,57,2
5,4,30,63,52,51,63,51,61,51,56,57,58,1
5,4,45,52,51,63,51,61,51,56,57,58,56,2
5,5,0,51,63,51,61,51,56,57,58,56,48,2
5,5,15,63,51,61,51,56,57,58,56,48,60,1
5,5,30,51,61,51,56,57,58,56,48,60,55,1
5,5,45,61,51,56,57,58,56,48,60,55,52,1
5,6,0,51,56,57,58,56,48,60,55,52,60,1
5,6,15,56,57,58,56,48,60,55,52,60,61,1
5,6,30,57,58,56,48,60,55,52,60,61,61,1
5,6,45,58,56,48,60,55,52,60,61,61,63,1
5,7,0,56,48,60,55,52,60,61,61,63,63,1
5,7,15,48,60,55,52,60,61,61,63,63,61,1
5,7,30,60,55,52,60,61,61,63,63,61,62,1
5,7,45,55,52,60,61,61,63,63,61,62,62,1
5,8,0,52,60,61,61,63,63,61,62,62,63,2
5,8,15,60,61,61,63,63,61,62,62,63,62,2
5,8,30,61,61,63,63,61,62,62,63,62,63,2
5,8,45,61,63,63,61,62,62,63,62,63,59,2
5,9,0,63,63,61,62,62,63,62,63,59,58,2
5,9,15,63,61,62,62,63,62,63,59,58,58,1
5,9,30,61,62,62,63,62,63,59,58,58,59,1
5,9,45,62,62,63,62,63,59,58,58,59,59,1
5,10,0,62,63,62,63,59,58,58,59,59,61,2
5,10,15,63,62,63,59,58,58,59,59,61,60,2
5,10,30,62,63,59,58,58,59,59,61,60,61,2
5,10,45,63,59,58,58,59,59,61,60,61,59,1
5,11,0,59,58,58,59,59,61,60,61,59,59,2
5,11,15,58,58,59,59,61,60,61,59,59,59,1
5,11,30,58,59,59,61,60,61,59,59,59,60,1
5,11,45,59,59,61,60,61,59,59,59,60,59,1
5,12,0,59,61,60,61,59,59,59,60,59,61,2
5,12,15,61,60,61,59,59,59,60,59,61,60,1
5,12,30,60,61,59,59,59,60,59,61,60,61,1
5,12,45,61,59,59,59,60,59,61,60,61,59,1
5,13,0,59,59,59,60,59,61,60,61,59,61,1
5,13,15,59,59,60,59,61,60,61,59,61,61,1
5,13,30,59,60,59,61,60,61,59,61,61,61,1
5,13,45,60,59,61,60,61,59,61,61,61,61,1
5,14,0,59,61,60,61,59,61,61,61,61,61,1
5,14,15,61,60,61,59,61,61,61,61,61,60,1
5,14,30,60,61,59,61,61,61,61,61,60,60,1
5,14,45,61,59,61,61,61,61,61,60,60,62,1
5,15,0,59,61,61,61,61,61,60,60,62,61,1
5,15,15,61,61,61,61,61,60,60,62,61,62,1
5,15,30,61,61,61,61,60,60,62,61,62,61,1
5,15,45,61,61,61,60,60,62,61,62,61,62,1
5,16,0,61,61,60,60,62,61,62,61,62,63,1
5,16,15,61,60,60,62,61,62,61,62,63,60,1
5,16,30,60,60,62,61,62,61,62,63,60,61,1
5,16,45,60,62,61,62,61,62,63,60,61,62,1
5,17,0,62,61,62,61,62,63,60,61,62,64,1
5,17,15,61,62,61,62,63,60,61,62,64,64,1
5,17,30,62,61,62,63,60,61,62,64,64,62,1
5,17,45,61,62,63,60,61,62,64,64,62,61,1
5,18,0,62,63,60,61,62,64,64,62,61,60,1
5,18,15,63,60,61,62,64,64,62,61,60,61,1
5,18,30,60,61,62,64,64,62,61,60,61,60,1
5,18,45,61,62,64,64,62,61,60,61,60,60,2
5,19,0,62,64,64,62,61,60,61,60,60,61,2
5,19,15,64,64,62,61,60,61,60,60,61,60,1
5,19,30,64,62,61,60,61,60,60,61,60,59,1
5,19,45,62,61,60,61,60,60,61,60,59,58,2
5,20,0,61,60,61,60,60,61,60,59,58,60,1
5,20,15,60,61,60,60,61,60,59,58,60,60,1
5,20,30,61,60,60,61,60,59,58,60,60,59,1
5,20,45,60,60,61,60,59,58,60,60,59,61,1
5,21,0,60,61,60,59,58,60,60,59,61,61,1
5,21,15,61,60,59,58,60,60,59,61,61,60,1
5,21,30,60,59,58,60,60,59,61,61,60,60,1
5,21,45,59,58,60,60,59,61,61,60,60,60,1
5,22,0,58,60,60,59,61,61,60,60,60,60,1
5,22,15,60,60,59,61,61,60,60,60,60,60,1
5,22,30,60,59,61,61,60,60,60,60,60,60,1
5,22,45,59,61,61,60,60,60,60,60,60,62,1
5,23,0,61,61,60,60,60,60,60,60,62,63,1
5,23,15,61,60,60,60,60,60,60,62,63,61,1
5,23,30,60,60,60,60,60,60,62,63,61,60,1
5,23,45,60,60,60,60,60,62,63,61,60,61,1
6,0,0,60,60,60,60,62,63,61,60,61,62,1
6,0,15,60,60,60,62,63,61,60,61,62,63,1
6,0,30,60,60,62,63,61,60,61,62,63,60,1
6,0,45,60,62,63,61,60,61,62,63,60,61,1
6,1,0,62,63,61,60,61,62,63,60,61,61,1
6,1,15,63,61,60,61,62,63,60,61,61,60,2
6,1,30,61,60,61,62,63,60,61,61,60,64,2
6,1,45,60,61,62,63,60,61,61,60,64,61,1
6,2,0,61,62,63,60,61,61,60,64,61,55,1
6,2,15,62,63,60,61,61,60,64,61,55,59,1
6,2,30,63,60,61,61,60,64,61,55,59,60,2
6,2,45,60,61,61,60,64,61,55,59,60,64,2
6,3,0,61,61,60,64,61,55,59,60,64,63,2
6,3,15,61,60,64,61,55,59,60,64,63,59,2
6,3,30,60,64,61,55,59,60,64,63,59,59,1
6,3,45,64,61,55,59,60,64,63,59,59,58,2
6,4,0,61,55,59,60,64,63,59,59,58,48,1
6,4,15,55,59,60,64,63,59,59,58,48,60,2
6,4,30,59,60,64,63,59,59,58,48,60,51,2
6,4,45,60,64,63,59,59,58,48,60,51,60,1
6,5,0,64,63,59,59,58,48,60,51,60,50,1
6,5,15,63,59,59,58,48,60,51,60,50,52,2
6,5,30,59,59,58,48,60,51,60,50,52,64,1
6,5,45,59,58,48,60,51,60,50,52,64,65,1
6,6,0,58,48,60,51,60,50,52,64,65,59,2
6,6,15,48,60,51,60,50,52,64,65,59,64,1
6,6,30,60,51,60,50,52,64,65,59,64,60,1
6,6,45,51,60,50,52,64,65,59,64,60,59,1
6,7,0,60,50,52,64,65,59,64,60,59,63,1
6,7,15,50,52,64,65,59,64,60,59,63,64,1
6,7,30,52,64,65,59,64,60,59,63,64,63,1
6,7,45,64,65,59,64,60,59,63,64,63,65,1
6,8,0,65,59,64,60,59,63,64,63,65,63,1
6,8,15,59,64,60,59,63,64,63,65,63,63,1
6,8,30,64,60,59,63,64,63,65,63,63,64,1
6,8,45,60,59,63,64,63,65,63,63,64,63,1
6,9,0,59,63,64,63,65,63,63,64,63,65,1
6,9,15,63,64,63,65,63,63,64,63,65,61,1
6,9,30,64,63,65,63,63,64,63,65,61,63,1
6,9,45,63,65,63,63,64,63,65,61,63,61,1
6,10,0,65,63,63,64,63,65,61,63,61,64,1
6,10,15,63,63,64,63,65,61,63,61,64,62,1
6,10,30,63,64,63,65,61,63,61,64,62,61,1
6,10,45,64,63,65,61,63,61,64,62,61,60,1
6,11,0,63,65,61,63,61,64,62,61,60,61,1
6,11,15,65,61,63,61,64,62,61,60,61,60,2
6,11,30,61,63,61,64,62,61,60,61,60,61,1
6,11,45,63,61,64,62,61,60,61,60,61,60,1
6,12,0,61,64,62,61,60,61,60,61,60,59,1
6,12,15,64,62,61,60,61,60,61,60,59,60,1
6,12,30,62,61,60,61,60,61,60,59,60,63,1
6,12,45,61,60,61,60,61,60,59,60,63,60,1
6,13,0,60,61,60,61,60,59,60,63,60,60,1
6,13,15,61,60,61,60,59,60,63,60,60,60,1
6,13,30,60,61,60,59,60,63,60,60,60,61,1
6,13,45,61,60,59,60,63,60,60,60,61,62,1
6,14,0,60,59,60,63,60,60,60,61,62,61,1
6,14,15,59,60,63,60,60,60,61,62,61,61,1
6,14,30,60,63,60,60,60,61,62,61,61,62,1
6,14,45,63,60,60,60,61,62,61,61,62,61,1
6,15,0,60,60,60,61,62,61,61,62,61,61,1
6,15,15,60,60,61,62,61,61,62,61,61,62,1
6,15,30,60,61,62,61,61,62,61,61,62,61,1
6,15,45,61,62,61,61,62,61,61,62,61,63,1
6,16,0,62,61,61,62,61,61,62,61,63,64,1
6,16,15,61,61,62,61,61,62,61,63,64,62,1
6,16,30,61,62,61,61,62,61,63,64,62,60,1
6,16,45,62,61,61,62,61,63,64,62,60,61,1
6,17,0,61,61,62,61,63,64,62,60,61,61,1
6,17,15,61,62,61,63,64,62,60,61,61,61,1
6,17,30,62,61,63,64,62,60,61,61,61,60,1
6,17,45,61,63,64,62,60,61,61,61,60,60,2
6,18,0,63,64,62,60,61,61,61,60,60,61,3
6,18,15,64,62,60,61,61,61,60,60,61,60,2
6,18,30,62,60,61,61,61,60,60,61,60,59,2
6,19,15,60,61,61,61,60,60,61,60,59,25,2
6,19,30,61,61,61,60,60,61,60,59,25,44,2
6,19,45,61,61,60,60,61,60,59,25,44,56,2
6,20,0,61,60,60,61,60,59,25,44,56,59,2
6,20,15,60,60,61,60,59,25,44,56,59,58,1
6,20,30,60,61,60,59,25,44,56,59,58,58,1
6,20,45,61,60,59,25,44,56,59,58,58,59,1
6,21,0,60,59,25,44,56,59,58,58,59,61,1
6,21,15,59,25,44,56,59,58,58,59,61,60,1
6,21,30,25,44,56,59,58,58,59,61,60,61,1
6,21,45,44,56,59,58,58,59,61,60,61,61,1
6,22,0,56,59,58,58,59,61,60,61,61,62,1
6,22,15,59,58,58,59,61,60,61,61,62,62,1
6,22,30,58,58,59,61,60,61,61,62,62,60,1
6,22,45,58,59,61,60,61,61,62,62,60,63,1
6,23,0,59,61,60,61,61,62,62,60,63,61,1
6,23,15,61,60,61,61,62,62,60,63,61,65,1
6,23,30,60,61,61,62,62,60,63,61,65,63,1
6,23,45,61,61,62,62,60,63,61,65,63,62,1
0,0,0,61,62,62,60,63,61,65,63,62,64,1
0,0,15,62,62,60,63,61,65,63,62,64,62,1
0,0,30,62,60,63,61,65,63,62,64,62,63,2
0,0,45,60,63,61,65,63,62,64,62,63,61,2
0,1,0,63,61,65,63,62,64,62,63,61,63,2
0,1,15,61,65,63,62,64,62,63,61,63,59,2
0,1,30,65,63,62,64,62,63,61,63,59,54,3
0,1,45,63,62,64,62,63,61,63,59,54,57,2
0,2,0,62,64,62,63,61,63,59,54,57,44,2
0,2,15,64,62,63,61,63,59,54,57,44,34,3
0,2,30,62,63,61,63,59,54,57,44,34,48,3
0,2,45,63,61,63,59,54,57,44,34,48,42,2
0,3,0,61,63,59,54,57,44,34,48,42,23,3
0,3,15,63,59,54,57,44,34,48,42,23,30,2
0,3,30,59,54,57,44,34,48,42,23,30,41,3
0,3,45,54,57,44,34,48,42,23,30,41,32,2
0,4,0,57,44,34,48,42,23,30,41,32,42,2
0,4,15,44,34,48,42,23,30,41,32,42,36,2
0,4,30,34,48,42,23,30,41,32,42,36,45,2
0,4,45,48,42,23,30,41,32,42,36,45,48,2
0,5,0,42,23,30,41,32,42,36,45,48,59,1
0,5,15,23,30,41,32,42,36,45,48,59,58,1
0,5,30,30,41,32,42,36,45,48,59,58,59,1
0,5,45,41,32,42,36,45,48,59,58,59,68,1
0,6,0,32,42,36,45,48,59,58,59,68,65,1
0,6,15,42,36,45,48,59,58,59,68,65,63,1
0,6,30,36,45,48,59,58,59,68,65,63,63,1
0,6,45,45,48,59,58,59,68,65,63,63,62,1
0,7,0,48,59,58,59,68,65,63,63,62,62,1
0,7,15,59,58,59,68,65,63,63,62,62,63,1
0,7,30,58,59,68,65,63,63,62,62,63,60,1
0,7,45,59,68,65,63,63,62,62,63,60,61,2
0,8,0,68,65,63,63,62,62,63,60,61,61,2
0,8,15,65,63,63,62,62,63,60,61,61,61,2
0,8,30,63,63,62,62,63,60,61,61,61,59,2
0,8,45,63,62,62,63,60,61,61,61,59,58,1
0,9,0,62,62,63,60,61,61,61,59,58,56,1
0,9,15,62,63,60,61,61,61,59,58,56,58,2
0,9,30,63,60,61,61,61,59,58,56,58,60,2
0,9,45,60,61,61,61,59,58,56,58,60,60,2
0,10,0,61,61,61,59,58,56,58,60,60,59,2
0,10,15,61,61,59,58,56,58,60,60,59,59,1
0,10,30,61,59,58,56,58,60,60,59,59,59,1
0,10,45,59,58,56,58,60,60,59,59,59,58,1
0,11,0,58,56,58,60,60,59,59,59,58,60,2
0,11,15,56,58,60,60,59,59,59,58,60,60,1
0,11,30,58,60,60,59,59,59,58,60,60,60,1
0,11,45,60,60,59,59,59,58,60,60,60,59,1
0,12,0,60,59,59,59,58,60,60,60,59,61,1
0,12,15,59,59,59,58,60,60,60,59,61,60,1
0,12,30,59,59,58,60,60,60,59,61,60,60,1
0,12,45,59,58,60,60,60,59,61,60,60,62,1
0,13,0,58,60,60,60,59,61,60,60,62,62,1
0,13,15,60,60,60,59,61,60,60,62,62,61,1
0,13,30,60,60,59,61,60,60,62,62,61,61,1
0,13,45,60,59,61,60,60,62,62,61,61,60,2
0,14,0,59,61,60,60,62,62,61,61,60,61,1
0,14,15,61,60,60,62,62,61,61,60,61,61,1
0,14,30,60,60,62,62,61,61,60,61,61,59,1
0,14,45,60,62,62,61,61,60,61,61,59,60,2
0,15,0,62,62,61,61,60,61,61,59,60,62,1
0,15,15,62,61,61,60,61,61,59,60,62,61,2
0,15,30,61,61,60,61,61,59,60,62,61,59,2
0,15,45,61,60,61,61,59,60,62,61,59,60,1
0,16,0,60,61,61,59,60,62,61,59,60,59,1
0,16,15,61,61,59,60,62,61,59,60,59,59,2
0,16,30,61,59,60,62,61,59,60,59,59,60,2
0,16,45,59,60,62,61,59,60,59,59,60,61,2
0,17,0,60,62,61,59,60,59,59,60,61,59,2
0,17,15,62,61,59,60,59,59,60,61,59,59,2
0,17,30,61,59,60,59,59,60,61,59,59,59,2
0,17,45,59,60,59,59,60,61,59,59,59,57,2
0,18,0,60,59,59,60,61,59,59,59,57,57,2
0,18,15,59,59,60,61,59,59,59,57,57,58,2
0,18,30,59,60,61,59,59,59,57,57,58,58,2
0,18,45,60,61,59,59,59,57,57,58,58,57,2
0,19,0,61,59,59,59,57,57,58,58,57,55,2
0,19,15,59,59,59,57,57,58,58,57,55,57,2
0,19,30,59,59,57,57,58,58,57,55,57,57,2
0,19,45,59,57,57,58,58,57,55,57,57,59,2
0,20,0,57,57,58,58,57,55,57,57,59,58,2
0,20,15,57,58,58,57,55,57,57,59,58,57,2
0,20,30,58,58,57,55,57,57,59,58,57,56,1
0,20,45,58,57,55,57,57,59,58,57,56,58,2
0,21,0,57,55,57,57,59,58,57,56,58,58,1
0,21,15,55,57,57,59,58,57,56,58,58,61,1
0,21,30,57,57,59,58,57,56,58,58,61,59,1
0,21,45,57,59,58,57,56,58,58,61,59,61,1
0,22,0,59,58,57,56,58,58,61,59,61,60,1
0,22,15,58,57,56,58,58,61,59,61,60,62,1
0,22,30,57,56,58,58,61,59,61,60,62,63,1
0,22,45,56,58,58,61,59,61,60,62,63,63,1
0,23,0,58,58,61,59,61,60,62,63,63,62,1
0,23,15,58,61,59,61,60,62,63,63,62,61,1
0,23,30,61,59,61,60,62,63,63,62,61,63,1
0,23,45,59,61,60,62,63,63,62,61,63,64,1
1,0,0,61,60,62,63,63,62,61,63,64,63,1
1,0,15,60,62,63,63,62,61,63,64,63,60,1
1,0,30,62,63,63,62,61,63,64,63,60,66,1
1,0,45,63,63,62,61,63,64,63,60,66,64,2
1,1,0,63,62,61,63,64,63,60,66,64,65,2
1,1,15,62,61,63,64,63,60,66,64,65,67,3
1,1,30,61,63,64,63,60,66,64,65,67,54,2
1,1,45,63,64,63,60,66,64,65,67,54,51,2
1,2,0,64,63,60,66,64,65,67,54,51,37,2
1,2,15,63,60,66,64,65,67,54,51,37,48,3
1,2,30,60,66,64,65,67,54,51,37,48,56,2
1,2,45,66,64,65,67,54,51,37,48,56,51,3
1,3,0,64,65,67,54,51,37,48,56,51,36,3
1,3,15,65,67,54,51,37,48,56,51,36,42,3
1,3,30,67,54,51,37,48,56,51,36,42,22,1
1,3,45,54,51,37,48,56,51,36,42,22,11,2
1,4,0,51,37,48,56,51,36,42,22,11,29,2
1,4,15,37,48,56,51,36,42,22,11,29,60,2
1,4,30,48,56,51,36,42,22,11,29,60,45,1
1,4,45,56,51,36,42,22,11,29,60,45,46,2
1,5,0,51,36,42,22,11,29,60,45,46,54,1
1,5,15,36,42,22,11,29,60,45,46,54,61,1
1,5,30,42,22,11,29,60,45,46,54,61,41,1
1,5,45,22,11,29,60,45,46,54,61,41,62,1
1,6,0,11,29,60,45,46,54,61,41,62,66,1
1,6,15,29,60,45,46,54,61,41,62,66,62,1
1,6,30,60,45,46,54,61,41,62,66,62,62,1
1,6,45,45,46,54,61,41,62,66,62,62,63,1
1,7,0,46,54,61,41,62,66,62,62,63,61,2
1,7,15,54,61,41,62,66,62,62,63,61,61,2
1,7,30,61,41,62,66,62,62,63,61,61,60,1
1,7,45,41,62,66,62,62,63,61,61,60,59,2
1,8,0,62,66,62,62,63,61,61,60,59,59,2
1,8,15,66,62,62,63,61,61,60,59,59,61,2
1,8,30,62,62,63,61,61,60,59,59,61,57,2
1,8,45,62,63,61,61,60,59,59,61,57,57,2
1,9,0,63,61,61,60,59,59,61,57,57,55,2
1,9,15,61,61,60,59,59,61,57,57,55,56,2
1,9,30,61,60,59,59,61,57,57,55,56,56,2
1,9,45,60,59,59,61,57,57,55,56,56,54,2
1,10,0,59,59,61,57,57,55,56,56,54,56,1
1,10,15,59,61,57,57,55,56,56,54,56,56,2
1,10,30,61,57,57,55,56,56,54,56,56,59,1
1,10,45,57,57,55,56,56,54,56,56,59,60,2
1,11,0,57,55,56,56,54,56,56,59,60,59,1
1,11,15,55,56,56,54,56,56,59,60,59,60,2
1,11,30,56,56,54,56,56,59,60,59,60,59,2
1,11,45,56,54,56,56,59,60,59,60,59,61,2
1,12,0,54,56,56,59,60,59,60,59,61,57,2
1,12,15,56,56,59,60,59,60,59,61,57,59,2
1,12,30,56,59,60,59,60,59,61,57,59,53,2
1,12,45,59,60,59,60,59,61,57,59,53,58,2
1,13,0,60,59,60,59,61,57,59,53,58,59,1
1,13,15,59,60,59,61,57,59,53,58,59,59,1
1,13,30,60,59,61,57,59,53,58,59,59,57,1
1,13,45,59,61,57,59,53,58,59,59,57,60,1
1,14,0,61,57,59,53,58,59,59,57,60,61,2
1,14,15,57,59,53,58,59,59,57,60,61,60,1
1,14,30,59,53,58,59,59,57,60,61,60,60,2
1,14,45,53,58,59,59,57,60,61,60,60,59,2
1,15,0,58,59,59,57,60,61,60,60,59,60,2
1,15,15,59,59,57,60,61,60,60,59,60,59,1
1,15,30,59,57,60,61,60,60,59,60,59,59,1
1,15,45,57,60,61,60,60,59,60,59,59,57,2
1,16,0,60,61,60,60,59,60,59,59,57,60,2
1,16,15,61,60,60,59,60,59,59,57,60,62,2
1,16,30,60,60,59,60,59,59,57,60,62,58,2
1,16,45,60,59,60,59,59,57,60,62,58,58,2
1,17,0,59,60,59,59,57,60,62,58,58,59,2
1,17,15,60,59,59,57,60,62,58,58,59,58,2
1,17,30,59,59,57,60,62,58,58,59,58,57,2
1,17,45,59,57,60,62,58,58,59,58,57,59,2
1,18,0,57,60,62,58,58,59,58,57,59,56,2
1,18,15,60,62,58,58,59,58,57,59,56,56,2
1,18,30,62,58,58,59,58,57,59,56,56,56,2
1,18,45,58,58,59,58,57,59,56,56,56,55,2
1,19,0,58,59,58,57,59,56,56,56,55,57,3
1,19,15,59,58,57,59,56,56,56,55,57,55,3
1,19,30,58,57,59,56,56,56,55,57,55,55,3
1,19,45,57,59,56,56,56,55,57,55,55,19,3
1,20,0,59,56,56,56,55,57,55,55,19,8,3
1,20,15,56,56,56,55,57,55,55,19,8,5,2
1,20,30,56,56,55,57,55,55,19,8,5,10,2
1,20,45,56,55,57,55,55,19,8,5,10,30,2
1,21,0,55,57,55,55,19,8,5,10,30,46,2
1,21,15,57,55,55,19,8,5,10,30,46,59,1
1,21,30,55,55,19,8,5,10,30,46,59,55,1
1,21,45,55,19,8,5,10,30,46,59,55,40,1
1,22,0,19,8,5,10,30,46,59,55,40,60,1
1,22,15,8,5,10,30,46,59,55,40,60,60,1
1,22,30,5,10,30,46,59,55,40,60,60,60,1
1,22,45,10,30,46,59,55,40,60,60,60,61,1
1,23,0,30,46,59,55,40,60,60,60,61,62,1
1,23,15,46,59,55,40,60,60,60,61,62,63,1
1,23,30,59,55,40,60,60,60,61,62,63,62,1
1,23,45,55,40,60,60,60,61,62,63,62,62,2
2,0,0,40,60,60,60,61,62,63,62,62,65,2
2,0,15,60,60,60,61,62,63,62,62,65,60,1
2,0,30,60,60,61,62,63,62,62,65,60,57,2
