D1y,Hour,Minute,v1r1(t-9),v1r1(t-8),v1r1(t-7),v1r1(t-6),v1r1(t-5),v1r1(t-4),v1r1(t-3),v1r1(t-2),v1r1(t-1),v1r1(t),target
0,10,15,60,61,59,59,60,58,56,57,57,58,2
0,10,30,61,59,59,60,58,56,57,57,58,59,1
0,10,45,59,59,60,58,56,57,57,58,59,60,2
0,11,0,59,60,58,56,57,57,58,59,60,59,2
0,11,15,60,58,56,57,57,58,59,60,59,60,1
0,11,30,58,56,57,57,58,59,60,59,60,59,2
0,11,45,56,57,57,58,59,60,59,60,59,59,2
0,12,0,57,57,58,59,60,59,60,59,59,61,2
0,12,15,57,58,59,60,59,60,59,59,61,59,1
0,12,30,58,59,60,59,60,59,59,61,59,58,1
0,12,45,59,60,59,60,59,59,61,59,58,59,1
0,13,0,60,59,60,59,59,61,59,58,59,63,1
0,13,15,59,60,59,59,61,59,58,59,63,61,2
0,13,30,60,59,59,61,59,58,59,63,61,60,1
0,13,45,59,59,61,59,58,59,63,61,60,61,2
0,14,0,59,61,59,58,59,63,61,60,61,59,1
0,14,15,61,59,58,59,63,61,60,61,59,61,1
0,14,30,59,58,59,63,61,60,61,59,61,58,1
0,14,45,58,59,63,61,60,61,59,61,58,60,2
0,15,0,59,63,61,60,61,59,61,58,60,60,2
0,15,15,63,61,60,61,59,61,58,60,60,61,1
0,15,30,61,60,61,59,61,58,60,60,61,59,2
0,15,45,60,61,59,61,58,60,60,61,59,58,2
0,16,0,61,59,61,58,60,60,61,59,58,61,2
0,16,15,59,61,58,60,60,61,59,58,61,59,2
0,16,30,61,58,60,60,61,59,58,61,59,59,1
0,16,45,58,60,60,61,59,58,61,59,59,59,2
0,17,0,60,60,61,59,58,61,59,59,59,59,2
0,17,15,60,61,59,58,61,59,59,59,59,61,2
0,17,30,61,59,58,61,59,59,59,59,61,58,2
0,17,45,59,58,61,59,59,59,59,61,58,56,2
0,18,0,58,61,59,59,59,59,61,58,56,56,2
0,18,15,61,59,59,59,59,61,58,56,56,58,2
0,18,30,59,59,59,59,61,58,56,56,58,51,2
0,18,45,59,59,59,61,58,56,56,58,51,56,2
0,19,0,59,59,61,58,56,56,58,51,56,56,2
0,19,15,59,61,58,56,56,58,51,56,56,57,2
0,19,30,61,58,56,56,58,51,56,56,57,57,2
0,19,45,58,56,56,58,51,56,56,57,57,57,2
0,20,0,56,56,58,51,56,56,57,57,57,59,2
0,20,15,56,58,51,56,56,57,57,57,59,57,2
0,20,30,58,51,56,56,57,57,57,59,57,59,1
0,20,45,51,56,56,57,57,57,59,57,59,59,2
0,21,0,56,56,57,57,57,59,57,59,59,59,1
0,21,15,56,57,57,57,59,57,59,59,59,61,1
0,21,30,57,57,57,59,57,59,59,59,61,59,1
0,21,45,57,57,59,57,59,59,59,61,59,60,1
0,22,0,57,59,57,59,59,59,61,59,60,62,1
0,22,15,59,57,59,59,59,61,59,60,62,63,1
0,22,30,57,59,59,59,61,59,60,62,63,63,1
0,22,45,59,59,59,61,59,60,62,63,63,63,1
0,23,0,59,59,61,59,60,62,63,63,63,63,1
0,23,15,59,61,59,60,62,63,63,63,63,63,1
0,23,30,61,59,60,62,63,63,63,63,63,65,1
0,23,45,59,60,62,63,63,63,63,63,65,65,1
1,0,0,60,62,63,63,63,63,63,65,65,65,2
1,0,15,62,63,63,63,63,63,65,65,65,63,1
1,0,30,63,63,63,63,63,65,65,65,63,60,2
1,0,45,63,63,63,63,65,65,65,63,60,59,2
1,1,0,63,63,63,65,65,65,63,60,59,60,2
1,1,15,63,63,65,65,65,63,60,59,60,52,2
1,1,30,63,65,65,65,63,60,59,60,52,47,2
1,1,45,65,65,65,63,60,59,60,52,47,43,3
1,2,0,65,65,63,60,59,60,52,47,43,48,3
1,2,15,65,63,60,59,60,52,47,43,48,54,2
1,2,30,63,60,59,60,52,47,43,48,54,35,2
1,2,45,60,59,60,52,47,43,48,54,35,38,2
1,3,0,59,60,52,47,43,48,54,35,38,40,2
1,3,15,60,52,47,43,48,54,35,38,40,50,2
1,3,30,52,47,43,48,54,35,38,40,50,51,2
1,3,45,47,43,48,54,35,38,40,50,51,40,2
1,4,0,43,48,54,35,38,40,50,51,40,55,2
1,4,15,48,54,35,38,40,50,51,40,55,47,2
1,4,30,54,35,38,40,50,51,40,55,47,47,2
1,4,45,35,38,40,50,51,40,55,47,47,57,2
1,5,0,38,40,50,51,40,55,47,47,57,58,1
1,5,15,40,50,51,40,55,47,47,57,58,58,1
1,5,30,50,51,40,55,47,47,57,58,58,59,2
1,5,45,51,40,55,47,47,57,58,58,59,63,1
1,6,0,40,55,47,47,57,58,58,59,63,65,1
1,6,15,55,47,47,57,58,58,59,63,65,58,1
1,6,30,47,47,57,58,58,59,63,65,58,64,1
1,6,45,47,57,58,58,59,63,65,58,64,63,1
1,7,0,57,58,58,59,63,65,58,64,63,63,2
1,7,15,58,58,59,63,65,58,64,63,63,62,2
1,7,30,58,59,63,65,58,64,63,63,62,61,2
1,7,45,59,63,65,58,64,63,63,62,61,59,2
1,8,0,63,65,58,64,63,63,62,61,59,59,2
1,8,15,65,58,64,63,63,62,61,59,59,59,2
1,8,30,58,64,63,63,62,61,59,59,59,56,2
1,8,45,64,63,63,62,61,59,59,59,56,59,2
1,9,0,63,63,62,61,59,59,59,56,59,55,2
1,9,15,63,62,61,59,59,59,56,59,55,58,2
1,9,30,62,61,59,59,59,56,59,55,58,57,2
1,9,45,61,59,59,59,56,59,55,58,57,57,2
1,10,0,59,59,59,56,59,55,58,57,57,57,1
1,10,15,59,59,56,59,55,58,57,57,57,58,2
1,10,30,59,56,59,55,58,57,57,57,58,59,1
1,10,45,56,59,55,58,57,57,57,58,59,61,1
1,11,0,59,55,58,57,57,57,58,59,61,59,1
1,11,15,55,58,57,57,57,58,59,61,59,60,1
1,11,30,58,57,57,57,58,59,61,59,60,60,1
1,11,45,57,57,57,58,59,61,59,60,60,60,1
1,12,0,57,57,58,59,61,59,60,60,60,60,2
1,12,15,57,58,59,61,59,60,60,60,60,61,1
1,12,30,58,59,61,59,60,60,60,60,61,60,1
1,12,45,59,61,59,60,60,60,60,61,60,59,1
1,13,0,61,59,60,60,60,60,61,60,59,60,1
1,13,15,59,60,60,60,60,61,60,59,60,62,1
1,13,30,60,60,60,60,61,60,59,60,62,61,2
1,13,45,60,60,60,61,60,59,60,62,61,61,2
1,14,0,60,60,61,60,59,60,62,61,61,62,1
1,14,15,60,61,60,59,60,62,61,61,62,59,1
1,14,30,61,60,59,60,62,61,61,62,59,58,1
1,14,45,60,59,60,62,61,61,62,59,58,60,2
1,15,0,59,60,62,61,61,62,59,58,60,61,1
1,15,15,60,62,61,61,62,59,58,60,61,60,1
1,15,45,62,61,61,62,59,58,60,61,60,59,2
1,16,0,61,61,62,59,58,60,61,60,59,60,1
1,16,15,61,62,59,58,60,61,60,59,60,60,2
1,16,30,62,59,58,60,61,60,59,60,60,59,1
1,16,45,59,58,60,61,60,59,60,60,59,60,2
1,17,0,58,60,61,60,59,60,60,59,60,59,2
1,17,15,60,61,60,59,60,60,59,60,59,60,2
1,17,45,61,60,59,60,60,59,60,59,60,57,2
1,18,0,60,59,60,60,59,60,59,60,57,58,2
1,18,15,59,60,60,59,60,59,60,57,58,58,2
1,18,30,60,60,59,60,59,60,57,58,58,56,2
1,18,45,60,59,60,59,60,57,58,58,56,56,2
1,19,0,59,60,59,60,57,58,58,56,56,58,2
1,19,15,60,59,60,57,58,58,56,56,58,56,2
1,19,30,59,60,57,58,58,56,56,58,56,58,2
1,19,45,60,57,58,58,56,56,58,56,58,57,2
1,20,0,57,58,58,56,56,58,56,58,57,59,2
1,20,15,58,58,56,56,58,56,58,57,59,58,2
1,20,30,58,56,56,58,56,58,57,59,58,59,1
1,20,45,56,56,58,56,58,57,59,58,59,59,1
1,21,0,56,58,56,58,57,59,58,59,59,59,2
1,21,15,58,56,58,57,59,58,59,59,59,60,1
1,21,30,56,58,57,59,58,59,59,59,60,60,1
1,21,45,58,57,59,58,59,59,59,60,60,59,1
1,22,0,57,59,58,59,59,59,60,60,59,62,1
1,22,15,59,58,59,59,59,60,60,59,62,61,1
1,22,30,58,59,59,59,60,60,59,62,61,60,1
1,22,45,59,59,59,60,60,59,62,61,60,62,1
1,23,0,59,59,60,60,59,62,61,60,62,63,1
1,23,15,59,60,60,59,62,61,60,62,63,64,1
1,23,30,60,60,59,62,61,60,62,63,64,62,1
1,23,45,60,59,62,61,60,62,63,64,62,61,1
2,0,0,59,62,61,60,62,63,64,62,61,64,1
2,0,15,62,61,60,62,63,64,62,61,64,63,2
2,0,30,61,60,62,63,64,62,61,64,63,62,1
2,0,45,60,62,63,64,62,61,64,63,62,62,2
2,1,0,62,63,64,62,61,64,63,62,62,47,3
2,1,15,63,64,62,61,64,63,62,62,47,64,2
2,1,30,64,62,61,64,63,62,62,47,64,55,2
2,1,45,62,61,64,63,62,62,47,64,55,36,3
2,2,0,61,64,63,62,62,47,64,55,36,52,3
2,2,15,64,63,62,62,47,64,55,36,52,40,3
2,2,30,63,62,62,47,64,55,36,52,40,35,2
2,2,45,62,62,47,64,55,36,52,40,35,26,3
2,3,0,62,47,64,55,36,52,40,35,26,38,3
2,3,15,47,64,55,36,52,40,35,26,38,48,2
2,3,30,64,55,36,52,40,35,26,38,48,23,3
2,3,45,55,36,52,40,35,26,38,48,23,36,2
2,4,0,36,52,40,35,26,38,48,23,36,47,2
2,4,15,52,40,35,26,38,48,23,36,47,37,2
2,4,30,40,35,26,38,48,23,36,47,37,52,2
2,4,45,35,26,38,48,23,36,47,37,52,43,1
2,5,0,26,38,48,23,36,47,37,52,43,52,2
2,5,15,38,48,23,36,47,37,52,43,52,52,1
2,5,30,48,23,36,47,37,52,43,52,52,62,1
2,5,45,23,36,47,37,52,43,52,52,62,55,1
2,6,0,36,47,37,52,43,52,52,62,55,63,1
2,6,15,47,37,52,43,52,52,62,55,63,63,1
2,6,30,37,52,43,52,52,62,55,63,63,63,1
2,6,45,52,43,52,52,62,55,63,63,63,63,2
2,7,0,43,52,52,62,55,63,63,63,63,61,2
2,7,15,52,52,62,55,63,63,63,63,61,62,2
2,7,30,52,62,55,63,63,63,63,61,62,59,2
2,7,45,62,55,63,63,63,63,61,62,59,58,2
2,8,0,55,63,63,63,63,61,62,59,58,59,2
2,8,15,63,63,63,63,61,62,59,58,59,59,2
2,8,30,63,63,63,61,62,59,58,59,59,59,2
2,8,45,63,63,61,62,59,58,59,59,59,59,2
2,9,0,63,61,62,59,58,59,59,59,59,57,2
2,9,15,61,62,59,58,59,59,59,59,57,56,2
2,9,30,62,59,58,59,59,59,59,57,56,56,2
2,9,45,59,58,59,59,59,59,57,56,56,58,2
2,10,0,58,59,59,59,59,57,56,56,58,58,1
2,10,15,59,59,59,59,57,56,56,58,58,58,1
2,10,30,59,59,59,57,56,56,58,58,58,59,1
2,10,45,59,59,57,56,56,58,58,58,59,61,2
2,11,0,59,57,56,56,58,58,58,59,61,60,1
2,11,15,57,56,56,58,58,58,59,61,60,62,2
2,11,30,56,56,58,58,58,59,61,60,62,59,1
2,11,45,56,58,58,58,59,61,60,62,59,60,1
2,12,0,58,58,58,59,61,60,62,59,60,58,1
2,12,15,58,58,59,61,60,62,59,60,58,60,1
2,12,30,58,59,61,60,62,59,60,58,60,60,1
2,12,45,59,61,60,62,59,60,58,60,60,61,1
2,13,0,61,60,62,59,60,58,60,60,61,61,1
2,13,15,60,62,59,60,58,60,60,61,61,62,1
2,13,30,62,59,60,58,60,60,61,61,62,61,1
2,14,0,59,60,58,60,60,61,61,62,61,61,2
2,14,15,60,58,60,60,61,61,62,61,61,60,1
2,14,30,58,60,60,61,61,62,61,61,60,60,2
2,14,45,60,60,61,61,62,61,61,60,60,59,2
2,15,0,60,61,61,62,61,61,60,60,59,60,2
2,15,15,61,61,62,61,61,60,60,59,60,58,1
2,15,30,61,62,61,61,60,60,59,60,58,58,1
2,15,45,62,61,61,60,60,59,60,58,58,59,2
2,16,0,61,61,60,60,59,60,58,58,59,61,2
2,16,15,61,60,60,59,60,58,58,59,61,61,2
2,16,30,60,60,59,60,58,58,59,61,61,59,2
2,16,45,60,59,60,58,58,59,61,61,59,59,2
2,17,0,59,60,58,58,59,61,61,59,59,57,2
2,17,15,60,58,58,59,61,61,59,59,57,59,2
2,17,30,58,58,59,61,61,59,59,57,59,57,2
2,17,45,58,59,61,61,59,59,57,59,57,58,3
2,18,0,59,61,61,59,59,57,59,57,58,59,2
2,18,15,61,61,59,59,57,59,57,58,59,40,2
2,18,30,61,59,59,57,59,57,58,59,40,10,2
2,18,45,59,59,57,59,57,58,59,40,10,42,2
2,19,0,59,57,59,57,58,59,40,10,42,54,2
2,19,15,57,59,57,58,59,40,10,42,54,58,2
2,19,30,59,57,58,59,40,10,42,54,58,55,3
2,19,45,57,58,59,40,10,42,54,58,55,58,3
2,20,0,58,59,40,10,42,54,58,55,58,54,3
2,20,15,59,40,10,42,54,58,55,58,54,34,3
2,20,30,40,10,42,54,58,55,58,54,34,10,2
2,20,45,10,42,54,58,55,58,54,34,10,7,1
2,21,0,42,54,58,55,58,54,34,10,7,15,1
2,21,15,54,58,55,58,54,34,10,7,15,45,1
2,21,30,58,55,58,54,34,10,7,15,45,61,1
2,21,45,55,58,54,34,10,7,15,45,61,62,1
2,22,0,58,54,34,10,7,15,45,61,62,61,1
2,22,15,54,34,10,7,15,45,61,62,61,62,1
2,22,30,34,10,7,15,45,61,62,61,62,62,1
2,22,45,10,7,15,45,61,62,61,62,62,62,1
2,23,0,7,15,45,61,62,61,62,62,62,65,1
2,23,15,15,45,61,62,61,62,62,62,65,64,1
2,23,30,45,61,62,61,62,62,62,65,64,63,1
2,23,45,61,62,61,62,62,62,65,64,63,64,1
3,0,0,62,61,62,62,62,65,64,63,64,64,1
3,0,15,61,62,62,62,65,64,63,64,64,62,1
3,0,30,62,62,62,65,64,63,64,64,62,63,1
3,0,45,62,62,65,64,63,64,64,62,63,62,2
3,1,0,62,65,64,63,64,64,62,63,62,64,2
3,1,15,65,64,63,64,64,62,63,62,64,60,2
3,1,30,64,63,64,64,62,63,62,64,60,54,2
3,1,45,63,64,64,62,63,62,64,60,54,51,2
3,2,0,64,64,62,63,62,64,60,54,51,45,3
3,2,15,64,62,63,62,64,60,54,51,45,52,1
3,2,30,62,63,62,64,60,54,51,45,52,44,2
3,2,45,63,62,64,60,54,51,45,52,44,33,2
3,3,0,62,64,60,54,51,45,52,44,33,60,3
3,3,15,64,60,54,51,45,52,44,33,60,46,2
3,3,30,60,54,51,45,52,44,33,60,46,42,2
3,3,45,54,51,45,52,44,33,60,46,42,20,2
3,4,0,51,45,52,44,33,60,46,42,20,53,1
3,4,15,45,52,44,33,60,46,42,20,53,40,2
3,4,30,52,44,33,60,46,42,20,53,40,52,1
3,4,45,44,33,60,46,42,20,53,40,52,60,1
3,5,0,33,60,46,42,20,53,40,52,60,58,1
3,5,15,60,46,42,20,53,40,52,60,58,62,1
3,5,30,46,42,20,53,40,52,60,58,62,64,1
3,5,45,42,20,53,40,52,60,58,62,64,66,1
3,6,0,20,53,40,52,60,58,62,64,66,67,1
3,6,15,53,40,52,60,58,62,64,66,67,62,1
3,6,30,40,52,60,58,62,64,66,67,62,62,1
3,6,45,52,60,58,62,64,66,67,62,62,62,1
3,7,0,60,58,62,64,66,67,62,62,62,61,1
3,7,15,58,62,64,66,67,62,62,62,61,61,2
3,7,30,62,64,66,67,62,62,62,61,61,62,1
3,7,45,64,66,67,62,62,62,61,61,62,60,2
3,8,0,66,67,62,62,62,61,61,62,60,59,2
3,8,15,67,62,62,62,61,61,62,60,59,61,2
3,8,30,62,62,62,61,61,62,60,59,61,59,2
3,8,45,62,62,61,61,62,60,59,61,59,59,2
3,9,0,62,61,61,62,60,59,61,59,59,59,2
3,9,15,61,61,62,60,59,61,59,59,59,59,2
3,9,30,61,62,60,59,61,59,59,59,59,55,2
3,9,45,62,60,59,61,59,59,59,59,55,59,1
3,10,0,60,59,61,59,59,59,59,55,59,59,2
3,10,15,59,61,59,59,59,59,55,59,59,59,1
3,10,30,61,59,59,59,59,55,59,59,59,60,1
3,10,45,59,59,59,59,55,59,59,59,60,59,2
3,11,0,59,59,59,55,59,59,59,60,59,60,2
3,11,15,59,59,55,59,59,59,60,59,60,61,2
3,11,30,59,55,59,59,59,60,59,60,61,59,2
3,11,45,55,59,59,59,60,59,60,61,59,59,2
3,14,15,59,59,59,60,59,60,61,59,59,59,2
3,14,30,59,59,60,59,60,61,59,59,59,58,1
3,14,45,59,60,59,60,61,59,59,59,58,46,2
3,15,0,60,59,60,61,59,59,59,58,46,56,2
3,15,15,59,60,61,59,59,59,58,46,56,60,1
3,15,30,60,61,59,59,59,58,46,56,60,59,1
3,15,45,61,59,59,59,58,46,56,60,59,59,2
3,16,0,59,59,59,58,46,56,60,59,59,61,1
3,16,15,59,59,58,46,56,60,59,59,61,60,2
3,16,30,59,58,46,56,60,59,59,61,60,59,2
3,16,45,58,46,56,60,59,59,61,60,59,61,2
3,17,0,46,56,60,59,59,61,60,59,61,58,2
3,17,15,56,60,59,59,61,60,59,61,58,58,2
3,17,30,60,59,59,61,60,59,61,58,58,57,2
3,17,45,59,59,61,60,59,61,58,58,57,59,2
3,18,0,59,61,60,59,61,58,58,57,59,59,2
3,18,15,61,60,59,61,58,58,57,59,59,55,2
3,18,30,60,59,61,58,58,57,59,59,55,56,2
3,18,45,59,61,58,58,57,59,59,55,56,56,2
3,19,0,61,58,58,57,59,59,55,56,56,56,2
3,19,15,58,58,57,59,59,55,56,56,56,57,3
3,19,30,58,57,59,59,55,56,56,56,57,58,2
3,19,45,57,59,59,55,56,56,56,57,58,57,2
3,20,0,59,59,55,56,56,56,57,58,57,27,2
3,20,15,59,55,56,56,56,57,58,57,27,47,2
3,20,30,55,56,56,56,57,58,57,27,47,57,2
3,20,45,56,56,56,57,58,57,27,47,57,46,2
3,21,0,56,56,57,58,57,27,47,57,46,53,1
3,21,15,56,57,58,57,27,47,57,46,53,57,1
3,21,30,57,58,57,27,47,57,46,53,57,59,1
3,21,45,58,57,27,47,57,46,53,57,59,61,1
3,22,0,57,27,47,57,46,53,57,59,61,60,1
3,22,15,27,47,57,46,53,57,59,61,60,61,1
3,22,30,47,57,46,53,57,59,61,60,61,63,1
3,22,45,57,46,53,57,59,61,60,61,63,61,1
3,23,0,46,53,57,59,61,60,61,63,61,62,1
3,23,15,53,57,59,61,60,61,63,61,62,63,1
3,23,30,57,59,61,60,61,63,61,62,63,63,1
3,23,45,59,61,60,61,63,61,62,63,63,65,1
4,0,0,61,60,61,63,61,62,63,63,65,62,1
4,0,15,60,61,63,61,62,63,63,65,62,61,1
4,0,30,61,63,61,62,63,63,65,62,61,63,1
4,0,45,63,61,62,63,63,65,62,61,63,64,2
4,1,0,61,62,63,63,65,62,61,63,64,66,2
4,1,15,62,63,63,65,62,61,63,64,66,65,2
4,1,30,63,63,65,62,61,63,64,66,65,57,1
4,1,45,63,65,62,61,63,64,66,65,57,50,2
4,2,0,65,62,61,63,64,66,65,57,50,55,2
4,2,15,62,61,63,64,66,65,57,50,55,61,2
4,2,30,61,63,64,66,65,57,50,55,61,51,2
4,2,45,63,64,66,65,57,50,55,61,51,52,3
4,3,0,64,66,65,57,50,55,61,51,52,54,2
4,3,15,66,65,57,50,55,61,51,52,54,57,2
4,3,30,65,57,50,55,61,51,52,54,57,35,2
4,3,45,57,50,55,61,51,52,54,57,35,54,2
4,4,0,50,55,61,51,52,54,57,35,54,51,1
4,4,15,55,61,51,52,54,57,35,54,51,58,2
4,4,30,61,51,52,54,57,35,54,51,58,52,2
4,4,45,51,52,54,57,35,54,51,58,52,60,1
4,5,0,52,54,57,35,54,51,58,52,60,51,1
4,5,15,54,57,35,54,51,58,52,60,51,54,1
4,5,30,57,35,54,51,58,52,60,51,54,65,1
4,5,45,35,54,51,58,52,60,51,54,65,61,1
4,6,0,54,51,58,52,60,51,54,65,61,65,1
4,6,15,51,58,52,60,51,54,65,61,65,60,1
4,6,30,58,52,60,51,54,65,61,65,60,63,1
4,6,45,52,60,51,54,65,61,65,60,63,62,1
4,7,0,60,51,54,65,61,65,60,63,62,63,1
4,7,15,51,54,65,61,65,60,63,62,63,60,2
4,7,30,54,65,61,65,60,63,62,63,60,60,1
4,7,45,65,61,65,60,63,62,63,60,60,60,2
4,8,0,61,65,60,63,62,63,60,60,60,58,2
4,8,15,65,60,63,62,63,60,60,60,58,60,2
4,8,30,60,63,62,63,60,60,60,58,60,59,2
4,8,45,63,62,63,60,60,60,58,60,59,59,2
4,9,0,62,63,60,60,60,58,60,59,59,57,2
4,9,15,63,60,60,60,58,60,59,59,57,58,2
4,9,30,60,60,60,58,60,59,59,57,58,57,1
4,9,45,60,60,58,60,59,59,57,58,57,56,1
4,10,0,60,58,60,59,59,57,58,57,56,59,1
4,10,15,58,60,59,59,57,58,57,56,59,60,1
4,10,30,60,59,59,57,58,57,56,59,60,60,2
4,10,45,59,59,57,58,57,56,59,60,60,61,2
4,11,0,59,57,58,57,56,59,60,60,61,61,2
4,11,15,57,58,57,56,59,60,60,61,61,58,2
4,11,30,58,57,56,59,60,60,61,61,58,59,1
4,11,45,57,56,59,60,60,61,61,58,59,55,2
4,12,0,56,59,60,60,61,61,58,59,55,59,1
4,12,15,59,60,60,61,61,58,59,55,59,60,2
4,12,30,60,60,61,61,58,59,55,59,60,59,1
4,12,45,60,61,61,58,59,55,59,60,59,60,1
4,13,0,61,61,58,59,55,59,60,59,60,59,1
4,13,15,61,58,59,55,59,60,59,60,59,60,2
4,13,30,58,59,55,59,60,59,60,59,60,60,2
4,13,45,59,55,59,60,59,60,59,60,60,61,2
4,14,0,55,59,60,59,60,59,60,60,61,58,2
4,14,15,59,60,59,60,59,60,60,61,58,58,1
4,14,30,60,59,60,59,60,60,61,58,58,59,1
4,14,45,59,60,59,60,60,61,58,58,59,59,2
4,16,0,60,59,60,60,61,58,58,59,59,60,2
4,16,15,59,60,60,61,58,58,59,59,60,61,2
4,16,30,60,60,61,58,58,59,59,60,61,58,2
4,16,45,60,61,58,58,59,59,60,61,58,57,2
4,17,0,61,58,58,59,59,60,61,58,57,58,2
4,17,15,58,58,59,59,60,61,58,57,58,58,2
4,17,30,58,59,59,60,61,58,57,58,58,59,1
4,17,45,59,59,60,61,58,57,58,58,59,59,2
4,18,0,59,60,61,58,57,58,58,59,59,59,2
4,18,15,60,61,58,57,58,58,59,59,59,60,1
4,18,30,61,58,57,58,58,59,59,59,60,59,2
4,18,45,58,57,58,58,59,59,59,60,59,58,2
4,19,0,57,58,58,59,59,59,60,59,58,60,2
4,19,15,58,58,59,59,59,60,59,58,60,59,2
4,19,30,58,59,59,59,60,59,58,60,59,57,2
4,19,45,59,59,59,60,59,58,60,59,57,57,2
4,20,0,59,59,60,59,58,60,59,57,57,56,2
4,20,15,59,60,59,58,60,59,57,57,56,57,2
4,20,30,60,59,58,60,59,57,57,56,57,57,1
4,20,45,59,58,60,59,57,57,56,57,57,58,2
4,21,0,58,60,59,57,57,56,57,57,58,57,1
4,21,15,60,59,57,57,56,57,57,58,57,60,1
4,21,30,59,57,57,56,57,57,58,57,60,59,1
4,21,45,57,57,56,57,57,58,57,60,59,61,1
4,22,0,57,56,57,57,58,57,60,59,61,61,1
4,22,15,56,57,57,58,57,60,59,61,61,60,2
4,22,30,57,57,58,57,60,59,61,61,60,61,1
4,22,45,57,58,57,60,59,61,61,60,61,63,1
4,23,0,58,57,60,59,61,61,60,61,63,59,1
4,23,15,57,60,59,61,61,60,61,63,59,61,1
4,23,30,60,59,61,61,60,61,63,59,61,62,1
4,23,45,59,61,61,60,61,63,59,61,62,60,1
5,0,0,61,61,60,61,63,59,61,62,60,62,1
5,0,15,61,60,61,63,59,61,62,60,62,61,1
5,0,30,60,61,63,59,61,62,60,62,61,62,1
5,0,45,61,63,59,61,62,60,62,61,62,61,1
5,1,0,63,59,61,62,60,62,61,62,61,61,1
5,1,15,59,61,62,60,62,61,62,61,61,61,1
5,1,30,61,62,60,62,61,62,61,61,61,63,1
5,1,45,62,60,62,61,62,61,61,61,63,64,2
5,2,0,60,62,61,62,61,61,61,63,64,60,2
5,2,15,62,61,62,61,61,61,63,64,60,63,2
5,2,30,61,62,61,61,61,63,64,60,63,51,2
5,2,45,62,61,61,61,63,64,60,63,51,54,2
5,3,0,61,61,61,63,64,60,63,51,54,51,1
5,3,15,61,61,63,64,60,63,51,54,51,54,1
5,3,30,61,63,64,60,63,51,54,51,54,52,2
5,3,45,63,64,60,63,51,54,51,54,52,66,2
5,4,0,64,60,63,51,54,51,54,52,66,61,2
5,4,15,60,63,51,54,51,54,52,66,61,46,2
5,4,30,63,51,54,51,54,52,66,61,46,53,2
5,4,45,51,54,51,54,52,66,61,46,53,56,2
5,5,0,54,51,54,52,66,61,46,53,56,57,2
5,5,15,51,54,52,66,61,46,53,56,57,47,1
5,5,30,54,52,66,61,46,53,56,57,47,51,1
5,5,45,52,66,61,46,53,56,57,47,51,58,1
5,6,0,66,61,46,53,56,57,47,51,58,64,1
5,6,15,61,46,53,56,57,47,51,58,64,66,1
5,6,30,46,53,56,57,47,51,58,64,66,64,1
5,6,45,53,56,57,47,51,58,64,66,64,65,1
5,7,0,56,57,47,51,58,64,66,64,65,65,1
5,7,15,57,47,51,58,64,66,64,65,65,61,1
5,7,30,47,51,58,64,66,64,65,65,61,61,1
5,7,45,51,58,64,66,64,65,65,61,61,61,1
5,8,0,58,64,66,64,65,65,61,61,61,62,1
5,8,15,64,66,64,65,65,61,61,61,62,62,2
5,8,30,66,64,65,65,61,61,61,62,62,61,1
5,8,45,64,65,65,61,61,61,62,62,61,62,1
5,9,0,65,65,61,61,61,62,62,61,62,59,1
5,9,15,65,61,61,61,62,62,61,62,59,61,1
5,9,30,61,61,61,62,62,61,62,59,61,60,1
5,9,45,61,61,62,62,61,62,59,61,60,60,1
5,10,0,61,62,62,61,62,59,61,60,60,61,2
5,10,15,62,62,61,62,59,61,60,60,61,60,1
5,10,30,62,61,62,59,61,60,60,61,60,60,1
5,10,45,61,62,59,61,60,60,61,60,60,58,2
5,11,0,62,59,61,60,60,61,60,60,58,60,2
5,11,15,59,61,60,60,61,60,60,58,60,60,1
5,11,30,61,60,60,61,60,60,58,60,60,58,2
5,11,45,60,60,61,60,60,58,60,60,58,59,1
5,12,0,60,61,60,60,58,60,60,58,59,60,1
5,12,15,61,60,60,58,60,60,58,59,60,59,1
5,12,30,60,60,58,60,60,58,59,60,59,61,1
5,12,45,60,58,60,60,58,59,60,59,61,60,1
5,13,0,58,60,60,58,59,60,59,61,60,60,1
5,13,15,60,60,58,59,60,59,61,60,60,60,1
5,13,30,60,58,59,60,59,61,60,60,60,61,1
5,13,45,58,59,60,59,61,60,60,60,61,60,2
5,14,0,59,60,59,61,60,60,60,61,60,60,1
5,14,15,60,59,61,60,60,60,61,60,60,61,1
5,14,30,59,61,60,60,60,61,60,60,61,59,1
5,14,45,61,60,60,60,61,60,60,61,59,62,1
5,15,0,60,60,60,61,60,60,61,59,62,63,1
5,15,15,60,60,61,60,60,61,59,62,63,62,1
5,15,30,60,61,60,60,61,59,62,63,62,63,1
5,15,45,61,60,60,61,59,62,63,62,63,62,1
5,16,0,60,60,61,59,62,63,62,63,62,65,1
5,16,15,60,61,59,62,63,62,63,62,65,62,2
5,16,30,61,59,62,63,62,63,62,65,62,61,1
5,16,45,59,62,63,62,63,62,65,62,61,62,1
5,17,0,62,63,62,63,62,65,62,61,62,59,1
5,17,15,63,62,63,62,65,62,61,62,59,61,1
5,17,30,62,63,62,65,62,61,62,59,61,62,1
5,17,45,63,62,65,62,61,62,59,61,62,60,1
5,18,0,62,65,62,61,62,59,61,62,60,62,2
